kind,name,molecular_formula,SMILES,pubchem_cid,InChI,InChIKey,total_exact_mass,exact_mass,instrument,instrument_type,ms_level,ionization,ionization_mode,spectrum,score
biological,"Methyl mandelate, TMS derivative",C12H18O3Si,O=C(OC)C(O[Si](C)(C)C)C=1C=CC=CC1,,"InChI=1S/C12H18O3Si/c1-14-12(13)11(15-16(2,3)4)10-8-6-5-7-9-10/h5-9,11H,1-4H3",PLWQGQBXGJUDPX-UHFFFAOYSA-N,238.102520966,,,,MS1,,positive,"[(15.0, 0.6), (27.0, 0.1), (28.0, 0.2), (29.0, 0.2), (40.0, 0.4), (41.0, 0.3), (43.0, 0.3), (51.0, 2.4), (52.0, 0.8), (53.0, 0.2), (57.0, 0.1), (58.0, 3.5), (59.0, 0.4), (60.0, 0.4), (63.0, 0.7), (64.0, 1.3), (73.0, 14.8), (74.0, 2.5), (75.0, 0.6), (76.0, 1.0), (77.0, 1.8), (78.0, 0.2), (88.0, 0.6), (89.0, 3.4), (90.0, 5.9), (91.0, 0.4), (94.0, 0.2), (97.0, 0.3), (101.0, 0.1), (102.0, 0.9), (103.0, 0.4), (105.0, 2.2), (106.0, 0.7), (112.0, 0.6), (117.0, 0.6), (118.0, 3.7), (119.0, 0.9), (121.0, 0.4), (130.0, 0.3), (131.0, 0.8), (132.0, 1.0), (133.0, 0.5), (134.0, 2.8), (135.0, 0.3), (139.0, 0.3), (145.0, 0.3), (146.0, 3.1), (147.0, 0.3), (148.0, 1.1), (149.0, 18.5), (150.0, 2.0), (151.0, 0.3), (152.0, 0.1), (153.0, 0.3), (160.0, 0.3), (161.0, 1.8), (162.0, 0.7), (163.0, 2.6), (164.0, 9.4), (165.0, 2.3), (166.0, 0.5), (170.0, 0.3), (178.0, 2.7), (179.0, 100.0), (180.0, 15.9), (181.0, 4.8), (182.0, 0.4), (186.0, 0.6), (192.0, 0.3), (193.0, 2.5), (194.0, 0.6), (195.0, 0.7), (196.0, 0.1), (206.0, 0.6), (207.0, 2.2), (208.0, 4.6), (209.0, 1.1), (210.0, 0.5), (221.0, 0.3), (222.0, 3.3), (223.0, 10.9), (224.0, 1.9), (225.0, 0.5), (236.0, 0.6), (237.0, 5.5), (238.0, 38.1), (239.0, 7.3), (240.0, 2.0), (241.0, 0.2)]",3.5714285714285716
biological,"3-Furoic acid, TMS derivative",C8H12O3Si,O=C(O[Si](C)(C)C)C1=COC=C1,,"InChI=1S/C8H12O3Si/c1-12(2,3)11-8(9)7-4-5-10-6-7/h4-6H,1-3H3",BIKFDJNAMKPPRE-UHFFFAOYSA-N,184.055570774,,,,MS1,,positive,"[(15.0, 3.1), (27.0, 1.3), (29.0, 4.1), (39.0, 0.7), (41.0, 0.4), (43.0, 0.5), (45.0, 0.4), (53.0, 1.5), (57.0, 0.7), (58.0, 7.6), (59.0, 0.5), (60.0, 0.2), (66.0, 0.6), (67.0, 4.4), (68.0, 2.0), (72.0, 1.4), (73.0, 50.7), (74.0, 11.0), (75.0, 2.7), (76.0, 0.3), (79.0, 0.4), (80.0, 0.3), (82.0, 0.4), (89.0, 3.8), (90.0, 0.6), (91.0, 0.1), (94.0, 0.6), (95.0, 100.0), (96.0, 5.8), (97.0, 0.5), (101.0, 0.4), (102.0, 0.9), (103.0, 0.1), (108.0, 0.4), (109.0, 0.4), (110.0, 0.9), (111.0, 0.2), (114.0, 0.4), (117.0, 3.4), (118.0, 0.3), (119.0, 0.1), (125.0, 0.9), (126.0, 0.1), (127.0, 0.5), (128.0, 0.5), (138.0, 0.4), (139.0, 0.3), (140.0, 0.5), (141.0, 0.2), (142.0, 1.8), (143.0, 0.2), (153.0, 0.4), (154.0, 2.9), (155.0, 1.0), (156.0, 1.5), (157.0, 0.2), (158.0, 0.5), (167.0, 0.9), (168.0, 4.1), (169.0, 23.7), (170.0, 4.0), (171.0, 1.1), (172.0, 0.1), (183.0, 5.8), (184.0, 41.5), (185.0, 5.9), (186.0, 2.0), (187.0, 0.1)]",3.5714285714285716
biological,"2-Mercapto-4,6-dimethylnicotinonitrile, TMS derivative",C11H16N2SSi,N#CC=1C(=S)N(C(=CC1C)C)[Si](C)(C)C,,"InChI=1S/C11H16N2SSi/c1-8-6-9(2)13(15(3,4)5)11(14)10(8)7-12/h6H,1-5H3",IUTBQSONYMBKEV-UHFFFAOYSA-N,236.080346042,,,,MS1,,positive,"[(15.0, 3.903904), (27.0, 2.202202), (28.0, 0.4004), (29.0, 1.001001), (38.0, 0.500501), (39.0, 2.002002), (40.0, 3.403403), (41.0, 2.002002), (42.0, 0.1001), (43.0, 2.102102), (44.0, 0.500501), (51.0, 0.600601), (52.0, 1.001001), (53.0, 2.102102), (54.0, 0.2002), (56.0, 0.600601), (57.0, 1.301301), (58.0, 4.204204), (59.0, 1.701702), (60.0, 0.2002), (61.0, 0.2002), (63.0, 1.001001), (64.0, 2.202202), (65.0, 4.204204), (66.0, 1.001001), (67.0, 0.700701), (69.0, 0.600601), (72.0, 5.205205), (73.0, 100.0), (74.0, 11.411411), (75.0, 4.804805), (76.0, 1.001001), (77.0, 1.201201), (78.0, 1.801802), (79.0, 0.2002), (81.0, 0.500501), (83.0, 0.1001), (84.0, 0.500501), (87.0, 0.2002), (88.0, 3.903904), (89.0, 14.514515), (90.0, 5.705706), (91.0, 7.807808), (92.0, 1.201201), (93.0, 0.800801), (98.0, 0.600601), (99.0, 0.600601), (101.0, 0.500501), (104.0, 3.503504), (105.0, 30.23023), (106.0, 5.705706), (107.0, 2.602603), (108.0, 0.3003), (109.0, 0.1001), (111.0, 0.4004), (112.0, 0.500501), (114.0, 0.600601), (115.0, 2.402402), (116.0, 2.802803), (117.0, 0.900901), (120.0, 0.600601), (122.0, 0.1001), (123.0, 0.700701), (125.0, 0.2002), (126.0, 0.600601), (129.0, 1.801802), (130.0, 3.603604), (131.0, 28.728729), (132.0, 4.904905), (133.0, 0.700701), (134.0, 0.1001), (138.0, 1.801802), (139.0, 0.800801), (140.0, 0.1001), (143.0, 0.500501), (144.0, 0.600601), (145.0, 0.1001), (146.0, 0.600601), (149.0, 0.500501), (152.0, 0.500501), (155.0, 3.503504), (156.0, 1.001001), (157.0, 0.900901), (158.0, 0.1001), (162.0, 0.1001), (163.0, 1.301301), (164.0, 0.800801), (165.0, 0.1001), (177.0, 0.500501), (178.0, 0.3003), (180.0, 1.101101), (181.0, 0.700701), (182.0, 1.301301), (183.0, 0.2002), (184.0, 0.1001), (190.0, 1.101101), (191.0, 1.901902), (192.0, 0.800801), (193.0, 0.2002), (194.0, 0.500501), (196.0, 0.600601), (203.0, 0.500501), (204.0, 1.201201), (205.0, 0.700701), (206.0, 5.205205), (207.0, 2.602603), (208.0, 0.700701), (209.0, 0.2002), (219.0, 1.101101), (220.0, 14.914915), (221.0, 41.841842), (222.0, 8.608609), (223.0, 3.903904), (224.0, 0.500501), (225.0, 0.1001), (234.0, 4.404404), (235.0, 46.746747), (236.0, 79.479479), (237.0, 17.217217), (238.0, 7.207207), (239.0, 1.001001), (240.0, 0.2002)]",3.5714285714285716
biological,"4-tert-Amylphenol, TMS derivative",C14H24OSi,O(C1=CC=C(C=C1)C(C)(C)CC)[Si](C)(C)C,,"InChI=1S/C14H24OSi/c1-7-14(2,3)12-8-10-13(11-9-12)15-16(4,5)6/h8-11H,7H2,1-6H3",CIZIOEKXALVGDF-UHFFFAOYSA-N,236.15964191799998,,,,MS1,,positive,"[(15.0, 4.3), (27.0, 7.0), (28.0, 0.8), (29.0, 10.5), (30.0, 0.3), (38.0, 1.5), (39.0, 7.3), (40.0, 1.6), (41.0, 10.8), (42.0, 1.4), (43.0, 6.5), (44.0, 4.3), (45.0, 1.0), (46.0, 0.8), (50.0, 1.2), (51.0, 6.5), (52.0, 2.7), (53.0, 3.1), (54.0, 2.3), (55.0, 6.6), (56.0, 5.0), (57.0, 4.0), (58.0, 15.7), (59.0, 1.1), (60.0, 1.4), (61.0, 0.1), (63.0, 4.7), (64.0, 6.4), (65.0, 7.4), (66.0, 2.6), (67.0, 4.6), (68.0, 2.6), (69.0, 1.6), (70.0, 1.6), (71.0, 7.8), (72.0, 1.2), (73.0, 5.4), (74.0, 2.9), (75.0, 8.3), (76.0, 12.8), (77.0, 17.7), (78.0, 4.1), (79.0, 0.9), (80.0, 3.9), (81.0, 0.9), (82.0, 0.1), (83.0, 0.1), (84.0, 0.6), (85.0, 0.3), (87.0, 0.1), (89.0, 1.8), (90.0, 5.1), (91.0, 4.0), (92.0, 1.0), (93.0, 3.4), (94.0, 0.9), (96.0, 1.8), (97.0, 0.5), (98.0, 0.7), (99.0, 0.4), (100.0, 1.5), (101.0, 0.8), (102.0, 4.3), (103.0, 17.1), (104.0, 4.3), (105.0, 1.8), (106.0, 1.9), (107.0, 0.7), (108.0, 2.1), (109.0, 0.6), (113.0, 0.7), (114.0, 1.9), (115.0, 0.8), (116.0, 6.8), (117.0, 22.7), (118.0, 31.9), (119.0, 4.5), (120.0, 5.4), (121.0, 4.6), (122.0, 1.1), (123.0, 0.8), (124.0, 0.7), (125.0, 0.1), (126.0, 0.1), (127.0, 0.7), (129.0, 3.4), (130.0, 1.7), (131.0, 6.3), (132.0, 16.1), (133.0, 3.1), (134.0, 2.6), (135.0, 10.0), (136.0, 2.5), (137.0, 1.2), (138.0, 0.8), (139.0, 0.1), (144.0, 0.6), (145.0, 1.3), (146.0, 4.2), (147.0, 10.6), (148.0, 2.2), (149.0, 2.0), (150.0, 3.2), (151.0, 2.4), (152.0, 0.4), (153.0, 0.1), (159.0, 0.6), (160.0, 2.0), (161.0, 8.8), (162.0, 17.1), (163.0, 6.2), (164.0, 2.1), (165.0, 1.3), (166.0, 0.8), (167.0, 0.1), (174.0, 1.9), (175.0, 5.3), (176.0, 8.2), (177.0, 18.4), (178.0, 3.7), (179.0, 0.9), (180.0, 0.1), (189.0, 1.8), (190.0, 4.7), (191.0, 21.6), (192.0, 12.5), (193.0, 3.1), (194.0, 0.6), (204.0, 1.2), (205.0, 9.5), (206.0, 12.4), (207.0, 11.5), (208.0, 2.2), (209.0, 0.5), (220.0, 9.2), (221.0, 35.6), (222.0, 7.6), (223.0, 1.9), (224.0, 0.2), (236.0, 100.0), (237.0, 20.4), (238.0, 5.5), (239.0, 0.7)]",3.5714285714285716
biological,"2-Methyl-4-pentenoic acid, TMS derivative",C9H18O2Si,O=C(O[Si](C)(C)C)C(C)CC=C,,"InChI=1S/C9H18O2Si/c1-6-7-8(2)9(10)11-12(3,4)5/h6,8H,1,7H2,2-5H3",BTXFROGYYXYDGW-UHFFFAOYSA-N,186.107606346,,,,MS1,,positive,"[(15.0, 3.0), (26.0, 0.4), (27.0, 5.3), (28.0, 0.7), (29.0, 1.3), (38.0, 0.5), (40.0, 2.3), (41.0, 98.1), (42.0, 3.5), (43.0, 2.3), (44.0, 0.6), (51.0, 0.6), (53.0, 2.0), (54.0, 1.6), (55.0, 6.5), (56.0, 5.6), (57.0, 1.0), (58.0, 11.3), (59.0, 2.1), (60.0, 1.9), (61.0, 0.1), (67.0, 0.7), (68.0, 0.6), (69.0, 34.2), (70.0, 4.6), (71.0, 0.3), (72.0, 1.4), (73.0, 100.0), (74.0, 14.1), (75.0, 5.7), (76.0, 0.5), (81.0, 1.4), (82.0, 2.8), (83.0, 0.1), (84.0, 0.7), (86.0, 1.3), (87.0, 0.1), (89.0, 5.7), (90.0, 0.8), (91.0, 0.2), (96.0, 0.4), (97.0, 37.6), (98.0, 2.4), (99.0, 0.1), (101.0, 1.2), (102.0, 0.7), (103.0, 0.7), (113.0, 0.1), (115.0, 0.6), (117.0, 4.5), (118.0, 1.0), (119.0, 0.9), (120.0, 0.1), (127.0, 0.6), (130.0, 5.7), (131.0, 0.6), (132.0, 0.2), (141.0, 1.3), (142.0, 0.1), (143.0, 0.4), (144.0, 1.6), (145.0, 3.6), (146.0, 1.1), (147.0, 0.2), (155.0, 1.9), (156.0, 5.6), (157.0, 0.7), (158.0, 0.2), (159.0, 1.2), (160.0, 0.1), (169.0, 2.5), (170.0, 6.7), (171.0, 43.6), (172.0, 6.1), (173.0, 1.9), (174.0, 0.1), (183.0, 0.6), (184.0, 2.0), (185.0, 13.6), (186.0, 74.0), (187.0, 11.3), (188.0, 3.5), (189.0, 0.3)]",3.5714285714285716
biological,"2-Heptanol, TMS derivative",C10H24OSi,O(C(C)CCCCC)[Si](C)(C)C,,"InChI=1S/C10H24OSi/c1-6-7-8-9-10(2)11-12(3,4)5/h10H,6-9H2,1-5H3",ARLOCEWCOYNVON-UHFFFAOYSA-N,188.159641918,,,,MS1,,positive,"[(15.0, 20.2), (16.0, 0.2), (27.0, 28.7), (28.0, 4.5), (29.0, 77.2), (30.0, 1.7), (31.0, 0.8), (39.0, 4.6), (40.0, 1.1), (41.0, 49.0), (42.0, 17.6), (43.0, 64.3), (44.0, 9.0), (45.0, 0.6), (46.0, 0.2), (53.0, 2.3), (54.0, 0.5), (55.0, 20.1), (56.0, 12.0), (57.0, 57.4), (58.0, 29.7), (59.0, 2.7), (60.0, 10.1), (61.0, 0.9), (68.0, 0.4), (69.0, 8.3), (70.0, 12.0), (71.0, 6.0), (72.0, 7.2), (73.0, 9.0), (74.0, 9.4), (75.0, 8.8), (76.0, 1.0), (77.0, 0.3), (83.0, 4.2), (84.0, 7.0), (85.0, 2.1), (86.0, 6.5), (87.0, 15.9), (88.0, 5.0), (89.0, 2.0), (90.0, 0.6), (97.0, 0.8), (98.0, 8.1), (99.0, 84.5), (100.0, 7.4), (101.0, 5.5), (102.0, 12.0), (103.0, 1.2), (104.0, 0.4), (111.0, 0.8), (115.0, 1.1), (116.0, 2.6), (117.0, 5.9), (118.0, 0.7), (119.0, 0.2), (127.0, 0.8), (130.0, 0.2), (142.0, 0.8), (143.0, 7.5), (144.0, 0.9), (145.0, 0.3), (146.0, 0.1), (158.0, 10.5), (159.0, 1.4), (160.0, 0.4), (171.0, 0.8), (172.0, 1.7), (173.0, 47.0), (174.0, 7.0), (175.0, 2.0), (176.0, 0.2), (188.0, 100.0), (189.0, 16.5), (190.0, 4.7), (191.0, 0.6)]",3.5714285714285716
biological,"Salicylic acid, TMS derivative",C10H14O3Si,O=C(O[Si](C)(C)C)C=1C=CC=CC1O,,"InChI=1S/C10H14O3Si/c1-14(2,3)13-10(12)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",KYRPPPKHGUJSMB-UHFFFAOYSA-N,210.071220838,,,,MS1,,positive,"[(15.0, 1.1), (27.0, 2.0), (29.0, 1.0), (37.0, 0.6), (39.0, 1.1), (40.0, 0.6), (43.0, 0.5), (44.0, 0.5), (51.0, 0.1), (53.0, 4.9), (54.0, 1.7), (55.0, 1.2), (57.0, 1.6), (58.0, 6.5), (59.0, 0.5), (60.0, 1.4), (61.0, 0.1), (63.0, 0.6), (65.0, 0.2), (66.0, 1.3), (67.0, 4.6), (68.0, 1.6), (72.0, 0.5), (73.0, 81.3), (74.0, 11.5), (75.0, 12.2), (76.0, 1.7), (77.0, 1.4), (78.0, 1.5), (79.0, 1.2), (80.0, 0.2), (82.0, 0.1), (84.0, 1.0), (88.0, 0.5), (89.0, 2.6), (90.0, 2.7), (91.0, 0.9), (92.0, 0.9), (93.0, 16.8), (94.0, 1.4), (97.0, 0.5), (102.0, 0.6), (103.0, 1.0), (104.0, 1.6), (105.0, 0.1), (114.0, 0.4), (117.0, 2.9), (118.0, 0.8), (119.0, 0.7), (120.0, 4.1), (121.0, 100.0), (122.0, 8.2), (123.0, 0.7), (135.0, 1.1), (136.0, 0.1), (141.0, 0.5), (151.0, 1.0), (152.0, 0.7), (153.0, 0.1), (165.0, 2.1), (166.0, 1.9), (167.0, 0.2), (168.0, 0.6), (169.0, 0.6), (178.0, 0.5), (179.0, 1.1), (180.0, 3.9), (181.0, 1.0), (182.0, 0.2), (193.0, 1.0), (194.0, 9.7), (195.0, 25.9), (196.0, 4.1), (197.0, 1.2), (198.0, 0.1), (208.0, 0.5), (209.0, 11.6), (210.0, 62.6), (211.0, 10.5), (212.0, 3.0), (213.0, 0.3)]",3.5714285714285716
biological,"Methyl 4-methoxysalicylate, TMS derivative",C12H18O4Si,O=C(OC)C1=CC=C(OC)C=C1O[Si](C)(C)C,,"InChI=1S/C12H18O4Si/c1-14-9-6-7-10(12(13)15-2)11(8-9)16-17(3,4)5/h6-8H,1-5H3",SZKHIBRKCXIFEK-UHFFFAOYSA-N,254.09743558600002,,,,MS1,,positive,"[(15.0, 2.6), (29.0, 0.2), (30.0, 0.1), (31.0, 0.1), (39.0, 1.0), (51.0, 0.7), (53.0, 1.3), (56.0, 0.3), (58.0, 5.2), (59.0, 1.3), (60.0, 0.2), (62.0, 0.3), (66.0, 0.8), (67.0, 0.1), (68.0, 0.3), (73.0, 36.8), (74.0, 5.5), (75.0, 1.4), (76.0, 0.5), (77.0, 0.1), (78.0, 0.4), (79.0, 1.1), (80.0, 0.9), (81.0, 0.4), (82.0, 0.1), (83.0, 0.7), (84.0, 0.4), (89.0, 3.0), (90.0, 1.3), (91.0, 3.4), (92.0, 1.0), (95.0, 0.4), (99.0, 1.1), (100.0, 0.1), (102.0, 0.6), (103.0, 0.4), (106.0, 4.1), (107.0, 0.8), (108.0, 0.3), (110.0, 0.7), (114.0, 0.8), (119.0, 0.3), (121.0, 0.3), (122.0, 0.5), (132.0, 0.1), (133.0, 0.3), (134.0, 2.2), (135.0, 0.2), (138.0, 0.6), (139.0, 1.1), (140.0, 0.1), (147.0, 0.3), (148.0, 0.1), (149.0, 0.6), (150.0, 4.2), (151.0, 1.4), (152.0, 0.2), (153.0, 0.4), (157.0, 0.6), (158.0, 0.4), (164.0, 0.3), (165.0, 5.2), (166.0, 2.3), (167.0, 0.3), (168.0, 0.4), (170.0, 0.3), (171.0, 0.4), (172.0, 0.3), (179.0, 0.3), (180.0, 3.9), (181.0, 1.7), (182.0, 0.3), (183.0, 1.1), (184.0, 0.5), (193.0, 0.7), (194.0, 0.7), (195.0, 32.2), (196.0, 6.2), (197.0, 1.7), (198.0, 0.2), (207.0, 0.3), (208.0, 3.5), (209.0, 9.0), (210.0, 1.4), (211.0, 0.8), (212.0, 0.1), (223.0, 10.7), (224.0, 10.2), (225.0, 2.6), (226.0, 0.6), (237.0, 1.3), (238.0, 8.9), (239.0, 100.0), (240.0, 17.8), (241.0, 5.3), (242.0, 0.6), (251.0, 0.3), (253.0, 3.1), (254.0, 30.9), (255.0, 5.6), (256.0, 1.7), (257.0, 0.2)]",3.5714285714285716
biological,"9-Dodecyn-1-ol, TMS derivative",C15H30OSi,C(#CCCCCCCCCO[Si](C)(C)C)CC,,"InChI=1S/C15H30OSi/c1-5-6-7-8-9-10-11-12-13-14-15-16-17(2,3)4/h5,8-15H2,1-4H3",CREIUSRMLOYQSB-UHFFFAOYSA-N,254.20659210999997,,,,MS1,,positive,"[(15.0, 15.4), (16.0, 0.1), (27.0, 34.5), (28.0, 13.6), (29.0, 41.5), (30.0, 1.0), (39.0, 5.2), (40.0, 4.4), (41.0, 41.9), (42.0, 28.7), (43.0, 24.4), (44.0, 5.2), (45.0, 1.7), (46.0, 0.2), (50.0, 0.1), (51.0, 6.8), (52.0, 13.6), (53.0, 8.9), (54.0, 6.6), (55.0, 17.9), (56.0, 8.4), (57.0, 17.3), (58.0, 33.7), (59.0, 2.8), (60.0, 5.9), (61.0, 0.4), (63.0, 0.6), (64.0, 1.5), (65.0, 13.9), (66.0, 11.4), (67.0, 49.3), (68.0, 5.3), (69.0, 5.0), (70.0, 13.1), (71.0, 2.8), (72.0, 4.5), (73.0, 29.7), (74.0, 23.4), (75.0, 7.3), (76.0, 1.1), (77.0, 0.9), (78.0, 2.2), (79.0, 5.9), (80.0, 5.0), (81.0, 22.1), (82.0, 2.9), (83.0, 3.3), (84.0, 4.1), (85.0, 5.4), (86.0, 4.2), (87.0, 5.7), (88.0, 12.8), (89.0, 3.4), (90.0, 1.1), (91.0, 0.8), (92.0, 0.8), (93.0, 3.7), (94.0, 5.7), (95.0, 10.4), (96.0, 3.2), (97.0, 2.5), (98.0, 1.9), (99.0, 1.7), (100.0, 2.4), (101.0, 5.1), (102.0, 2.8), (103.0, 4.4), (104.0, 0.7), (105.0, 0.1), (106.0, 0.2), (107.0, 1.7), (108.0, 2.4), (109.0, 8.7), (110.0, 1.3), (112.0, 0.3), (114.0, 0.1), (115.0, 1.5), (116.0, 1.1), (117.0, 2.3), (118.0, 0.4), (119.0, 0.1), (120.0, 0.8), (121.0, 2.5), (122.0, 4.8), (123.0, 6.7), (124.0, 0.6), (125.0, 0.2), (127.0, 0.9), (128.0, 0.5), (129.0, 1.9), (130.0, 1.0), (131.0, 1.0), (132.0, 0.1), (133.0, 0.7), (135.0, 1.2), (136.0, 2.9), (137.0, 10.9), (138.0, 2.3), (139.0, 0.1), (141.0, 0.8), (142.0, 0.3), (143.0, 2.4), (144.0, 2.4), (145.0, 1.7), (146.0, 0.4), (149.0, 1.5), (150.0, 3.2), (151.0, 1.9), (152.0, 0.2), (157.0, 1.3), (158.0, 1.5), (159.0, 2.4), (160.0, 0.3), (161.0, 0.7), (162.0, 0.1), (163.0, 0.7), (164.0, 0.9), (165.0, 21.5), (166.0, 2.8), (167.0, 0.1), (170.0, 0.6), (171.0, 1.4), (172.0, 1.7), (173.0, 1.1), (174.0, 0.2), (186.0, 0.6), (187.0, 1.2), (188.0, 0.2), (208.0, 0.6), (209.0, 2.7), (210.0, 1.2), (211.0, 0.2), (222.0, 0.6), (223.0, 0.7), (224.0, 5.3), (225.0, 1.0), (226.0, 0.2), (238.0, 3.8), (239.0, 27.6), (240.0, 5.5), (241.0, 1.5), (242.0, 0.2), (254.0, 100.0), (255.0, 21.4), (256.0, 5.6), (257.0, 0.8)]",3.5714285714285716
biological,"2,6-Dimethylbenzenethiol, TMS derivative",C11H18SSi,S(C=1C(=CC=CC1C)C)[Si](C)(C)C,,"InChI=1S/C11H18SSi/c1-9-7-6-8-10(2)11(9)12-13(3,4)5/h6-8H,1-5H3",NEZGHEGFZXMEHZ-UHFFFAOYSA-N,210.089848106,,,,MS1,,positive,"[(15.0, 1.0), (27.0, 3.0), (28.0, 0.6), (29.0, 0.2), (38.0, 0.7), (39.0, 1.5), (40.0, 2.3), (41.0, 1.9), (42.0, 0.1), (43.0, 2.2), (44.0, 1.1), (46.0, 0.2), (50.0, 0.9), (51.0, 7.2), (52.0, 2.3), (53.0, 1.4), (54.0, 1.1), (55.0, 0.4), (57.0, 6.2), (58.0, 4.3), (59.0, 1.1), (60.0, 0.1), (63.0, 2.4), (64.0, 4.8), (65.0, 4.7), (66.0, 0.9), (71.0, 0.6), (72.0, 1.4), (73.0, 100.0), (74.0, 12.5), (75.0, 5.7), (76.0, 3.1), (77.0, 1.1), (78.0, 1.8), (79.0, 1.4), (80.0, 0.4), (87.0, 1.2), (88.0, 2.0), (89.0, 7.9), (90.0, 5.7), (91.0, 1.6), (92.0, 0.6), (93.0, 0.3), (101.0, 1.1), (102.0, 0.8), (103.0, 2.8), (104.0, 7.8), (105.0, 70.9), (106.0, 10.6), (107.0, 1.5), (108.0, 0.3), (109.0, 0.1), (117.0, 0.4), (120.0, 0.6), (121.0, 1.8), (122.0, 0.2), (124.0, 0.2), (129.0, 0.5), (134.0, 0.6), (136.0, 0.1), (137.0, 6.4), (138.0, 1.1), (139.0, 0.3), (142.0, 0.4), (143.0, 2.2), (144.0, 1.8), (145.0, 0.3), (146.0, 0.1), (154.0, 0.5), (155.0, 1.2), (156.0, 0.2), (157.0, 0.6), (161.0, 0.5), (163.0, 0.6), (165.0, 0.5), (167.0, 1.1), (168.0, 0.1), (171.0, 0.5), (176.0, 0.5), (178.0, 0.6), (179.0, 2.3), (180.0, 10.3), (181.0, 3.9), (182.0, 1.7), (183.0, 0.9), (184.0, 0.1), (193.0, 3.8), (194.0, 11.5), (195.0, 32.2), (196.0, 7.1), (197.0, 3.1), (198.0, 0.5), (199.0, 0.1), (208.0, 2.7), (209.0, 23.2), (210.0, 84.7), (211.0, 16.5), (212.0, 7.8), (213.0, 1.1), (214.0, 0.2)]",3.5714285714285716
biological,"phenoxyethanol, TMS derivative",C11H18O2Si,O(C=1C=CC=CC1)CCO[Si](C)(C)C,,"InChI=1S/C11H18O2Si/c1-14(2,3)13-10-9-12-11-7-5-4-6-8-11/h4-8H,9-10H2,1-3H3",YSPNCPGGCOBEKE-UHFFFAOYSA-N,210.107606346,,,,MS1,,positive,"[(15.0, 4.5), (27.0, 2.6), (28.0, 1.4), (29.0, 4.5), (39.0, 3.7), (40.0, 0.7), (41.0, 0.8), (42.0, 0.7), (43.0, 0.7), (44.0, 0.7), (50.0, 0.6), (51.0, 3.2), (52.0, 1.6), (54.0, 0.8), (55.0, 1.1), (57.0, 0.7), (58.0, 11.7), (59.0, 1.4), (60.0, 0.4), (62.0, 0.1), (64.0, 0.7), (65.0, 5.9), (66.0, 0.4), (67.0, 3.9), (68.0, 0.1), (69.0, 1.4), (70.0, 0.7), (73.0, 25.4), (74.0, 21.2), (75.0, 3.6), (76.0, 1.4), (77.0, 22.3), (78.0, 1.8), (87.0, 1.9), (88.0, 7.5), (89.0, 6.1), (90.0, 1.0), (91.0, 3.1), (92.0, 1.3), (93.0, 59.1), (94.0, 6.2), (95.0, 0.3), (101.0, 0.6), (102.0, 3.5), (103.0, 33.3), (104.0, 3.2), (105.0, 1.2), (106.0, 0.9), (107.0, 11.2), (108.0, 1.2), (109.0, 0.7), (116.0, 5.6), (117.0, 53.3), (118.0, 6.0), (119.0, 2.1), (120.0, 2.5), (121.0, 48.6), (122.0, 4.2), (123.0, 0.2), (132.0, 0.2), (133.0, 0.7), (134.0, 0.2), (136.0, 0.6), (137.0, 0.8), (138.0, 0.1), (151.0, 1.3), (152.0, 3.4), (153.0, 0.4), (154.0, 0.1), (158.0, 1.4), (159.0, 0.1), (164.0, 0.6), (165.0, 2.7), (166.0, 0.4), (167.0, 0.1), (179.0, 2.6), (180.0, 14.1), (181.0, 3.4), (182.0, 0.8), (183.0, 0.1), (193.0, 0.6), (194.0, 9.1), (195.0, 44.2), (196.0, 7.2), (197.0, 2.0), (198.0, 0.2), (208.0, 0.6), (209.0, 5.2), (210.0, 100.0), (211.0, 17.2), (212.0, 5.0), (213.0, 0.5)]",3.5714285714285716
